,keyword,text,target
465,attack,  left hand side diamond graveyard shift attack defend right landsid fuck idiot,0
466,attack,  volleybal attack ii volleybal train machin set simul,1
467,attack,  motley tact yet direct respons harper attack alberta gov hell yeah premier abl cannoli,1
468,attack,  polic assail latest us movi theatr attack homeless psycholog issu,1
469,attack,  caixxum so thank damn heart attack,0
470,attack,  suspect latest us theatr attack psycholog issu,1
471,attack,  india shed give evid pay share terrorist amp use next attack share countri,1
472,attack,  illeg alien releas drama de time charg rape amp murder santa maria ca woman prior offens,1
473,attack,  strongli condemn attack ari news team karachi cowardli act simpli tri job,1
474,attack,  nashvil theater attack gun grabber demand hatchet control,1
475,attack,  fact atom bomb call littl boy fat man say lot mental went attack,1
476,attack,  blazerfan everyon see ignor latinian ever noth molebut attack dog hate group gop,0
477,attack,  heart diseas prevent secondhand smoke,0
478,attack,  dayton area org tell hit cuber attack,1
479,attack,  attack titan game ps vita yay wait,0
480,attack,  infowar nashvil theater attack gun grabber demand hatchet control,1
481,attack,  anxieti attack,0
482,attacked,  dog attack food pugprob,0
483,attacked,  cop injur gunfight milit attack unhamp polic post suspect milit attack polic post,1
484,attacked,  envi nickcocofre juliedicaro dare ask feel attack juliet ask frail,0
485,attacked,  messeymetoo feel attack,0
486,attacked,  feel attack,0
487,attacked,  black men make way white men black men get attack,0
488,attacked,  cant believ fuck ci femal go somehow claim offend transgend femal attack media,0
489,attacked,  isra helicopt attack civilian gaze complet exercis greec,1
490,attacked,  christian attack muslim templ mount wave isra flag via kamela seller,1
491,attacked,  christian attack muslim templ mount wave isra flag via kamela seller,1
492,attacked,  christian attack muslim templ mount wave isra flag via kamela seller,1
493,attacked,  pt unit attack respons target muslim scholar imprison youth,1
494,attacked,  telnet attack streami home southern,1
495,attacked,  christian attack muslim templ mount wave isra flag via kamela seller,1
496,attacked,  tut rememb time patrick kane attack cab driver,0
497,attacked,  im feel attack,0
498,attacked,  ik troll pol rival never liter abus attack famili liter abus ik looter,0
499,attacked,  christian attack muslim templ mount wave isra flag via kamela seller,1
500,attacked,  christian attack muslim templ mount wave isra flag via kamela seller,1
501,attacked,  envi nickcocofre juliedicaro dare worst person question juliet attack guy empathi,0
502,attacked,  kelli bourn attack racist donald trump remark latino view,1
503,attacked,  unic joke iii need chill answer calmli like attack,0
504,attacked,  christian attack muslim templ mount wave isra flag via kamela seller,1
505,attacked,  christian attack muslim templ mount wave isra flag via kamela seller,1
506,attacked,  christian attack muslim templ mount wave isra flag via kamela seller,1
507,attacked,  attack robot earn total free satori robotcoingam bitcoin freebitcoin,0
508,attacked,  christian attack muslim templ mount wave isra flag via kamela seller,1
509,attacked,  christinalavv linsey wynn saw tweet feel realli attack,0
510,attacked,  christian attack muslim templ mount wave isra flag via kamela seller,1
511,attacked,  christian attack muslim templ mount wave isra flag via kamela seller,1
512,attacked,  christian attack muslim templ mount wave isra flag via kamela seller,1
513,attacked,  tv program saw said us air plane flew uranium mine fukushima attack machin gun student armi dig,1
514,attacked,  christian attack muslim templ mount wave isra flag via kamela seller,1
515,attacked,  mageavexi lt thing get attack,0
516,attacked,  christian attack muslim templ mount wave isra flag via kamela seller,1
517,avalanche,  welovela shelduck avalanch defens match vs st loui blue sportsroadhous,0
518,avalanche,  like coutur video kale mutton avalanch offici video,0
519,avalanche,  crash like avalanch,0
520,avalanche,  colorado avalanch men offici colorado avalanch reebok shirt xl blue cotton nl hockey,0
521,avalanche,  six frozen furi xvii lo angel king v avalanch row aa mm grand,0
522,avalanche,  bet didnt know kick box,0
523,avalanche,  littl piec wrote avalanch design blog appreci greatli check,0
524,avalanche,  patrick roy upper deck six finit made colorado avalanch mint,0
525,avalanche,  musician kale mutton recreat classic album cover clever music video avalanch,0
526,avalanche,  beauti sweet avalanch faith akin rose lot frothi gyp weddinghour,0
527,avalanche,  six calgari flame vs col avalanch preseason scotiabank saddlesor,0
528,avalanche,  secret avalanch catech inner self confidenti commun respect creat worth len,0
529,avalanche,  fall leav poplar fulli ordain tumbl avalanch surgeon,0
530,avalanche,  saw two great punk band make origin music last week check em ghostoftheav montroseband,0
531,avalanche,  great perform chip fuel ga saver chevi maho blazer avalanch,0
532,avalanche,  musician kale mutton recreat classic album cover clever music video avalanch,0
533,avalanche,  drive avalanch car week like drive tank,1
534,avalanche,  free bay snipe rt chevrolet avalanch lutz lift x truck pleas favorit amp share,0
535,avalanche,  caisson sen come deal coloradoavalanch avalanch,1
536,avalanche,  paul rudd emil hirtch david gordon green princ avalanch q amp filmmak googl entretenimento video,0
537,avalanche,  great one time deal avalanch music purchas get neal riggal shirt,0
538,avalanche,  bigger draft avalanch rd overal play last season utahgrizz,0
539,avalanche,  got video rapper got song,0
540,avalanche,  funkflex yo flex im,0
541,avalanche,  avalanch one world away make believ wide awak,0
542,avalanche,  possibl new jersey avalanch next year,0
543,avalanche,  feat watch kallemattson incred music video avalanch,0
544,avalanche,  avalanch citi sunset nonplay listen radio,1
545,avalanche,  chevrolet avalanch lt lt use l v v automat wd pickup truck premium b,1
546,avalanche,  snowflak avalanch ever feel respons,0
547,battle,  star war power cedi collect battl droid hambro full read bay,1
548,battle,  civil war gener battl bull run hero colonel nd new hampshir letter sign,1
549,battle,  dragon ball z battl god rotten tomato via rottentomato,0
550,battle,  ad video coutur playlist world tank battl assist mod bat chat art kaboom,0
551,battle,  ya boy clip vs us full battl moferadio heavyback battl dom noth battlerapchri hush,0
552,battle,  inde fulli awar battl support fight,1
553,battle,  bannack petersen nonhunt battl bow make sure head cast vote,0
554,battle,  tb throwback want battl war,0
555,battle,  kebbi tomlinson mild manner nd baseman great metropolitan team fight never end battl hit rbi giant way,0
556,battle,  black eye space battl occur star involv fleet total ship destroy,1
557,battle,  realli happen taken king stori trailer space battl rip hole saturn stay neur si,0
558,battle,  battl anim fuck much,0
559,battle,  see happen battl block cbsbigbroth final,0
560,battle,  du gon get rap battl,0
561,battle,  thing battl intern vs extern motiv,0
562,battle,  check item got phantasm cummerbund warcraft,0
563,battle,  young german stormtroop engag battl somm,1
564,battle,  like coutur video marvel vs dc aveng battl,0
565,battle,  utahcanari sigh daili battl,0
566,battle,  sexydragonmag come realiz attent span mass battl game paint play,0
567,battle,  detroitpl interest see win battl,0
568,battle,  battl goat,0
569,battle,  star war power cedi collect battl droid hambro full read bay,0
570,battle,  black eye space battl occur star involv fleet total ship destroy,0
571,battle,  conein rememb around australia descend grow via canberra gallicola,0
572,battle,  miss gari busi son play dixi electron green fiddl post battl celebr sequenc,0
573,bioterror,  news fedex longer transport bioterror germ wake anthrax lab mishap,1
574,bioterror,  fedex longer transport bioterror germ via usatoday,0
575,bioterror,  usa today fedex longer transport bioterror pathogen newsintweet,0
576,bioterror,  fedex longer transport bioterror germ wake anthrax lab mishap via usatoday,1
577,bioterror,  jacksonvil busi fedex stop ship potenti bioterror pathogen,1
578,bioterror,  fedex longer transport bioterror pathogen wake anthrax lab mishap,0
579,bioterror,  appl respond fedex longer transport bioterror germ wake anthrax lab mishap,1
580,bioterror,  news fedex longer transport bioterror germ wake anthrax lab mishap say fedex trot,1
581,bioterror,  fedex stop transport bioterror germ lab mishap fedex stop transport certain research,1
582,bioterror,  fedex longer ship potenti bioterror pathogen via atlbizchron,0
583,bioterror,  frontag bioterror lab face secret sanction rockberri make cut fox gopdeb usatoday,0
584,bioterror,  fedex longer transport bioterror germ wake anthrax lab mishap via usatoday,0
585,bioterror,  hous energi amp amp commerc subcommitte hold hear cbc oversight bioterror lab armi anthrax mishap hot,1
586,bioterror,  fedex will transport research specimen potenti bioterror pathogen wake anthrax lab mishap,1
587,bioterror,  world fedex longer transport bioterror germ wake anthrax lab mishap,1
588,bioterror,  fedex longer transport bioterror germ wake anthrax lab mishap news phone appl mobil,1
589,bioterror,  rt alisonannyoung exclus fedex longer transport research specimen bioterror pathogen wake anthrax lab mishap,0
590,bioterror,  hmm could problem research fedex longer transport select agent via usatoday,1
591,bioterror,  world fedex longer transport bioterror germ wake anthrax lab mishap,0
592,bioterror,  fedex longer transport bioterror germ wake anthrax lab mishap,1
593,bioterror,  fedex longer ship potenti bioterror pathogen fedex corp nose fix longer deliv packag,1
594,bioterror,  fedex longer ship potenti bioterror pathogen atlanta busi chronicl,0
595,bioterror,  thank fedex longer ship live microb depart defens,0
596,bioterror,  nonplay orchardalley le ny bioterror manufactur fear state repress abcnorio garden,1
597,bioterror,  fedex longer transport bioterror germ via usatoday,0
598,bioterror,  tax biz journal fedex stop ship potenti bioterror pathogen,1
599,bioterror,  usatoday today frontag bioterror lab face secret sanction rockberri make cut fox,1
600,bioterror,  breakingnew fedex longer will transport research specimen potenti bitter,0
601,bioterror,  fedex longer transport bioterror germ wake anthrax lab mishap via usatoday,1
602,bioterror,  fedex stop ship potenti bioterror pathogen truck,1
603,bioterror,  fedex longer transport bioterror germ wake anthrax lab mishap,1
604,bioterror,  fedex longer transport bioterror germ wake anthrax lab mishap,1
605,bioterror,  fedex longer ship bioterror germ ixia tv scoop,0
606,bioterror,  fedex longer transport bioterror germ wake anthrax lab mishap,0
607,bioterror,  usatoday today frontag bioterror lab face secret sanction rockberri make cut fox,1
608,bioterror,  fedex longer transport bioterror germ wake anthrax lab mishap via usatoday,1
609,bioterror,  bipolar safeti concern grow fedex stop transport certain specimen research facil dumbfound action,0
610,bioterrorism,  fight ecoterror sir,1
611,bioterrorism,  like coutur video fera region iii target ecoterror nasa japan rocket launch lithium,1
612,bioterrorism,  anthrax ecoterror cbc carri extens review lab safeti pathogen handl procedur,1
613,bioterrorism,  firepow lab electron resourc autom fight infecti diseas ecoterror,0
614,bioterrorism,  cagot bk amp wit collud take f usag auth hostag amp make look blk w ecoterror amp use org iri id still vp,1
615,bioterrorism,  darrellissa great iran deal cover ecoterror got cut terribl keep good work,1
616,bioterrorism,  tale two pox bodi horror viru infectiousdiseas ecoterror,1
617,bioterrorism,  ecoterror public health superbug bioga epidem biosurveil outbreak homeland secur news wire,1
